id,country,state,neighbourhood_cleansed,property_type,square_meters,price,room_type,bathrooms,bedrooms,beds
17611226,Australia,NSW,BYRON SHIRE COUNCIL,House,20.04,"$2,984.91",Private room,1,1,1
10139529,Australia,NSW,BYRON SHIRE COUNCIL,House,20.66,"$3,265.99",Private room,1,1,1
16910222,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,21.49,"$2,721.75",Entire home/apt,1,0,1
33478022,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,21.27,"$4,246.27",Entire home/apt,1,0,1
62754,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,23.3,"$2,701.25",Private room,1,1,1
26345411,Australia,NSW,BYRON SHIRE COUNCIL,House,20.89,"$2,549.46",Private room,1,1,1
33347740,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,23.28,"$3,771.71",Private room,1,1,1
2437716,Australia,NSW,BYRON SHIRE COUNCIL,House,22.82,"$2,200.07",Entire home/apt,1,1,1
11978190,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,21.73,"$5,122.56",Entire home/apt,1,1,2
29320454,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,20.89,"$5,526.58",Private room,1,1,1
32147660,Australia,NSW,BYRON SHIRE COUNCIL,House,22.2,"$2,647.92",Private room,1,1,1
19612324,Australia,NSW,BYRON SHIRE COUNCIL,House,21.56,"$2,671.41",Private room,1,1,1
19627838,Australia,NSW,BYRON SHIRE COUNCIL,House,21.35,"$2,777.11",Private room,1,1,1
16298915,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,21.79,"$2,243.04",Entire home/apt,1,0,1
31315439,Australia,NSW,BYRON SHIRE COUNCIL,House,23.11,"$2,631.37",Private room,1,1,1
416821,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,21.79,"$4,126.93",Entire home/apt,1,1,1
27877384,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,21.17,"$5,405.91",Entire home/apt,1,0,1
32437797,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,20.77,"$3,728.43",Entire home/apt,1,0,1
5129022,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,21.19,"$3,158.04",Entire home/apt,1,1,1
30700038,Australia,Nsw,BYRON SHIRE COUNCIL,House,20.16,"$3,043.91",Private room,1,1,1
11804575,Australia,NSW,BYRON SHIRE COUNCIL,House,20.13,"$4,677.73",Private room,1,1,1
22357045,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,20.76,"$1,609.70",Entire home/apt,1,1,1
29861107,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,22.25,"$1,072.41",Entire home/apt,1,1,1
21771107,Australia,NSW,BYRON SHIRE COUNCIL,House,22.04,"$3,096.47",Private room,1,1,1
17736218,Australia,NSW,BYRON SHIRE COUNCIL,House,23.14,"$4,196.24",Private room,1,1,1
28080459,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,21.21,"$2,775.40",Entire home/apt,1,1,1
28554059,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,22.79,"$3,373.47",Entire home/apt,1,1,1
4514406,Australia,NSW,BYRON SHIRE COUNCIL,House,21.88,"$3,010.18",Entire home/apt,1,2,3
31150358,Australia,NSW,BYRON SHIRE COUNCIL,House,23.68,"$5,580.82",Private room,1,1,1
26699501,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,21.45,"$2,409.35",Entire home/apt,1,1,1
23598224,Australia,NSW,BYRON SHIRE COUNCIL,House,22.32,"$2,102.48",Private room,1,1,1
466924,Australia,NSW,BYRON SHIRE COUNCIL,House,22.32,"$3,250.72",Private room,1,1,2
31492831,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,22.34,"$3,126.63",Entire home/apt,1,0,1
30594543,Australia,NSW,BYRON SHIRE COUNCIL,House,20.03,"$1,849.66",Private room,1,1,1
19101364,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,20.65,"$1,391.59",Entire home/apt,1,1,1
33531607,Australia,NSW,BYRON SHIRE COUNCIL,House,22.35,"$3,608.26",Private room,1,3,1
22888652,Australia,NSW,BYRON SHIRE COUNCIL,House,20.24,"$3,540.22",Private room,1,1,1
17811152,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,21.11,"$2,532.49",Entire home/apt,1,1,1
3579287,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,21.33,"$2,330.48",Private room,1,1,1
14691440,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,23.58,"$4,847.07",Entire home/apt,1,1,1
24561655,Australia,NSW,BYRON SHIRE COUNCIL,House,20.52,"$3,784.22",Private room,1,1,1
32171909,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,21.57,"$3,020.34",Entire home/apt,1,1,2
12771572,Australia,New South Wales,BYRON SHIRE COUNCIL,House,21.17,"$2,122.06",Private room,1,1,1
26542152,Australia,NSW,BYRON SHIRE COUNCIL,House,21.81,"$3,469.81",Private room,1,1,1
32091329,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,21.39,"$3,975.50",Entire home/apt,1,1,1
18085142,Australia,NSW,BYRON SHIRE COUNCIL,House,21.6,"$2,726.97",Entire home/apt,1,2,2
5995369,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,22.7,"$3,694.08",Entire home/apt,1,1,1
15620588,Australia,NSW,BYRON SHIRE COUNCIL,House,21.83,"$1,404.25",Private room,1,1,1
10755488,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,22.76,"$2,893.21",Entire home/apt,1,1,1
24877953,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,22.07,"$2,950.89",Entire home/apt,1,1,1
33191287,Australia,NSW,BYRON SHIRE COUNCIL,House,21.64,"$3,727.50",Private room,1,1,1
16407425,Australia,NSW,BYRON SHIRE COUNCIL,House,21.87,"$2,870.22",Private room,1,1,1
4458008,Australia,NSW,BYRON SHIRE COUNCIL,House,21.24,"$3,431.42",Entire home/apt,2,3,2
25236998,Australia,NSW,BYRON SHIRE COUNCIL,House,20.83,"$3,940.06",Private room,1,1,1
17128347,Australia,NSW,BYRON SHIRE COUNCIL,House,22.79,"$4,316.80",Entire home/apt,1,1,3
10038584,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,23.23,"$4,059.80",Entire home/apt,1,2,3
31623001,Australia,NSW,BYRON SHIRE COUNCIL,House,21.65,"$3,405.42",Entire home/apt,2,4,5
6227896,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,23.68,"$2,469.70",Entire home/apt,1,1,1
410733,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,21.21,"$2,370.50",Entire home/apt,1,1,1
16870802,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,22.55,"$2,352.08",Entire home/apt,1,1,1
23153926,Australia,NSW,BYRON SHIRE COUNCIL,House,21.66,"$1,773.65",Entire home/apt,1,2,3
23651676,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,21.89,"$2,830.60",Entire home/apt,1,1,1
30775257,Australia,NSW,BYRON SHIRE COUNCIL,House,23.03,"$3,611.57",Entire home/apt,1,3,5
15902815,Australia,NSW,BYRON SHIRE COUNCIL,House,22.12,"$5,901.85",Private room,1,1,2
23982498,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,21.11,"$1,723.54",Entire home/apt,1,1,2
12313618,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,21.74,"$2,161.49",Private room,1.5,1,1
12796965,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,22.16,"$4,416.28",Entire home/apt,1,1,1
22816134,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,22.62,"$2,431.74",Private room,1,1,2
17629178,Australia,NSW,BYRON SHIRE COUNCIL,House,22.42,$495.27,Entire home/apt,1,2,2
17671037,Australia,NSW,BYRON SHIRE COUNCIL,House,21.55,"$4,773.99",Entire home/apt,1,2,2
10813390,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,20.7,"$1,898.72",Entire home/apt,1,0,2
20876321,Australia,NSW,BYRON SHIRE COUNCIL,House,21.35,"$2,742.15",Private room,1,1,1
4033174,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,21.53,"$3,862.76",Entire home/apt,1,1,1
26790871,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,22.22,"$1,464.06",Entire home/apt,1,1,1
33349923,Australia,NSW,BYRON SHIRE COUNCIL,House,23.83,"$1,993.95",Entire home/apt,1,3,4
16033204,Australia,NSW,BYRON SHIRE COUNCIL,House,21.39,"$4,369.75",Entire home/apt,1,2,2
29378511,Australia,NSW,BYRON SHIRE COUNCIL,House,21.18,"$2,782.78",Private room,1,1,1
12294781,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,23.86,"$3,502.47",Entire home/apt,1,1,2
14060167,Australia,NSW,BYRON SHIRE COUNCIL,House,23.37,"$4,456.30",Private room,1,1,1
16595875,Australia,NSW,BYRON SHIRE COUNCIL,House,22.53,"$6,903.22",Entire home/apt,2,3,1
32819557,Australia,NSW,BYRON SHIRE COUNCIL,Camper/RV,22.78,"$4,937.91",Entire home/apt,0,0,1
6663898,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,22.32,"$3,600.14",Entire home/apt,1,1,1
18154661,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,23.7,"$7,244.19",Entire home/apt,1,2,2
6146558,Australia,NSW,BYRON SHIRE COUNCIL,House,23.24,"$3,479.86",Entire home/apt,1.5,4,4
7349456,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,23.47,"$8,086.43",Entire home/apt,1,1,1
21949167,Australia,NSW,BYRON SHIRE COUNCIL,Other,23,"$6,692.55",Entire home/apt,1,0,1
17870778,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,21.7,"$3,835.80",Entire home/apt,1,1,1
17982118,Australia,NSW,BYRON SHIRE COUNCIL,House,22.58,"$1,819.20",Entire home/apt,1,2,2
29994327,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,22.13,"$3,543.18",Entire home/apt,1,2,2
18839739,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,20.63,"$2,153.99",Entire home/apt,1,1,1
18182333,Australia,NSW,BYRON SHIRE COUNCIL,Nature lodge,23.28,"$3,177.91",Private room,1.5,2,3
22735108,Australia,NSW,BYRON SHIRE COUNCIL,Loft,22.17,"$3,343.39",Entire home/apt,1,1,1
10477291,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,20.91,"$3,349.20",Entire home/apt,1,1,1
24377828,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,20.7,"$1,972.90",Entire home/apt,1,0,2
34062821,Australia,NSW,BYRON SHIRE COUNCIL,House,22.19,"$2,569.47",Private room,1,1,1
16326559,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,21.98,"$4,884.35",Entire home/apt,1,1,1
26139094,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,21.98,"$2,544.34",Entire home/apt,1,0,1
20766663,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,22.88,"$2,860.80",Private room,1.5,2,2
14920736,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,21.86,"$2,913.04",Private room,1,1,1
17029195,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,22.1,"$2,330.53",Entire home/apt,1,0,1
31519748,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,23.27,"$4,803.80",Entire home/apt,1,1,2
8722615,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,22.79,"$2,254.23",Entire home/apt,1.5,0,1
33453358,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,21.67,"$3,039.31",Entire home/apt,1,0,1
33911394,Australia,NSW,BYRON SHIRE COUNCIL,Camper/RV,22.35,"$1,417.99",Entire home/apt,1,0,2
9828959,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,22.86,"$3,518.22",Entire home/apt,1,1,2
17994890,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,21.73,"$2,474.48",Entire home/apt,1,1,1
10022455,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,21.33,"$5,320.01",Entire home/apt,1,1,1
657024,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,22.85,"$1,370.02",Entire home/apt,1,1,1
29261946,Australia,NSW,BYRON SHIRE COUNCIL,House,21.54,"$2,706.33",Private room,1,1,1
23551211,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,21.54,"$3,294.77",Entire home/apt,1,2,3
19364289,Australia,NSW,BYRON SHIRE COUNCIL,Other,22.63,"$3,448.44",Private room,1,1,1
14189530,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,23.34,"$3,815.43",Entire home/apt,1,1,1
31362865,Australia,NSW,BYRON SHIRE COUNCIL,House,21.53,"$3,147.70",Private room,1,1,1
17368082,Australia,NSW,BYRON SHIRE COUNCIL,House,24.56,"$3,935.01",Entire home/apt,2,2,3
409773,Australia,NSW,BYRON SHIRE COUNCIL,House,24.33,"$4,307.16",Entire home/apt,0,1,1
23843744,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,21.79,"$2,167.73",Entire home/apt,1,1,1
17483441,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,21.35,"$3,559.74",Entire home/apt,1,1,1
5280663,Australia,NSW,BYRON SHIRE COUNCIL,House,21.56,"$4,112.76",Entire home/apt,1,1,2
4054218,Australia,New South Wales,BYRON SHIRE COUNCIL,Apartment,22.25,"$2,634.93",Entire home/apt,1,1,1
22870106,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,22.73,"$4,774.45",Entire home/apt,1,0,1
32277153,Australia,NSW,BYRON SHIRE COUNCIL,House,21.85,"$5,014.79",Entire home/apt,1,1,2
990739,Australia,NSW,BYRON SHIRE COUNCIL,House,23.92,"$3,312.83",Entire home/apt,1.5,3,3
18063781,Australia,NSW,BYRON SHIRE COUNCIL,Other,22.3,"$3,255.03",Entire home/apt,1.5,1,1
4805643,Australia,NSW,BYRON SHIRE COUNCIL,House,24.92,"$3,848.20",Private room,1,1,1
28991338,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,22.55,"$2,690.90",Entire home/apt,1,1,2
23220697,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,23.47,"$3,199.44",Entire home/apt,1,0,1
1798659,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,22.33,"$1,001.29",Entire home/apt,1,0,1
1095339,Australia,NSW,BYRON SHIRE COUNCIL,House,23,"$2,271.58",Entire home/apt,1.5,3,3
17812376,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,22.78,"$3,626.09",Entire home/apt,1,1,1
4868643,Australia,NSW,BYRON SHIRE COUNCIL,House,22.1,"$3,172.20",Entire home/apt,1,2,3
30782421,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,22.1,"$3,303.25",Entire home/apt,1,1,1
20123619,Australia,NSW,BYRON SHIRE COUNCIL,House,22.8,"$3,707.81",Entire home/apt,1,1,1
9230392,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,22.58,"$3,225.05",Entire home/apt,1,2,4
23468040,Australia,NSW,BYRON SHIRE COUNCIL,House,22.12,"$2,940.71",Private room,1,1,1
29349380,Australia,NSW,BYRON SHIRE COUNCIL,House,24.04,"$2,955.63",Private room,1,3,1
7538764,Australia,NSW,BYRON SHIRE COUNCIL,House,21.96,"$3,262.41",Entire home/apt,2,3,4
11798926,Australia,NSW,BYRON SHIRE COUNCIL,House,21.54,"$4,036.57",Private room,1,1,1
11829454,Australia,NSW,BYRON SHIRE COUNCIL,House,22.63,"$2,649.99",Private room,1,1,1
9301911,Australia,NSW,BYRON SHIRE COUNCIL,House,21.11,"$3,672.97",Entire home/apt,1,1,1
23999601,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,21.76,"$3,804.52",Entire home/apt,1,1,1
4371120,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,21.54,"$2,953.42",Entire home/apt,1,1,1
23997335,Australia,NSW,BYRON SHIRE COUNCIL,House,21.73,"$1,989.59",Entire home/apt,1,1,1
30296390,Australia,NSW,BYRON SHIRE COUNCIL,House,23.11,"$3,450.96",Entire home/apt,2,2,2
19703510,Australia,NSW,BYRON SHIRE COUNCIL,House,22.66,"$4,363.30",Entire home/apt,2,3,4
32527775,Australia,NSW,BYRON SHIRE COUNCIL,House,23.81,"$4,207.63",Private room,1,1,1
18618899,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,23.12,"$3,081.02",Entire home/apt,1,1,1
23221929,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,22.96,"$3,079.61",Entire home/apt,1,1,1
4167204,Australia,NSW,BYRON SHIRE COUNCIL,House,22.98,"$3,508.85",Private room,1,1,1
5398489,Australia,NSW,BYRON SHIRE COUNCIL,House,21.85,"$3,735.37",Entire home/apt,1.5,3,6
7421690,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,21.44,"$4,991.63",Entire home/apt,1,1,1
24027588,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,22.1,"$3,066.32",Entire home/apt,1,1,2
1130956,Australia,NSW,BYRON SHIRE COUNCIL,House,22.78,"$3,024.26",Entire home/apt,1,2,2
32292314,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,23.45,"$2,409.74",Entire home/apt,1,1,1
14057960,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,22.55,"$3,560.61",Entire home/apt,1,1,1
2058383,Australia,NSW,BYRON SHIRE COUNCIL,House,25.18,"$3,010.50",Entire home/apt,1,1,2
19719444,Australia,NSW,BYRON SHIRE COUNCIL,House,22.34,"$5,155.00",Private room,1,1,1
18510438,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,24,"$3,715.28",Entire home/apt,1,1,1
26479102,Australia,NSW,BYRON SHIRE COUNCIL,House,22.82,"$3,745.89",Entire home/apt,1,2,2
2819462,Australia,NSW,BYRON SHIRE COUNCIL,Other,23.29,"$4,428.55",Entire home/apt,1,0,1
11496484,Australia,NSW,BYRON SHIRE COUNCIL,House,23.52,$647.09,Private room,1,1,1
6328425,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,23.54,"$2,358.38",Entire home/apt,1,1,1
4412361,Australia,New South Wales,BYRON SHIRE COUNCIL,House,22.61,"$2,949.09",Entire home/apt,2,2,3
25946799,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,24.75,"$3,249.17",Entire home/apt,1,0,2
27535689,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,21.33,$576.42,Entire home/apt,1,0,1
30429175,Australia,NSW,BYRON SHIRE COUNCIL,House,23.36,"$2,016.78",Entire home/apt,1,2,2
13362558,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,22.21,"$2,126.14",Entire home/apt,1,1,2
2748200,Australia,New South Wales,BYRON SHIRE COUNCIL,Apartment,23.82,"$1,804.84",Entire home/apt,1,1,1
5028833,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,22.21,"$4,232.48",Entire home/apt,1,1,1
22108528,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,23.91,"$3,094.96",Entire home/apt,1,1,1
15537259,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,21.41,"$3,414.71",Private room,1,1,2
31599279,Australia,NSW,BYRON SHIRE COUNCIL,House,22.25,"$3,111.85",Entire home/apt,1,2,2
29826974,Australia,NSW,BYRON SHIRE COUNCIL,House,23.2,"$3,375.34",Private room,1,1,1
33749855,Australia,NSW,BYRON SHIRE COUNCIL,Nature lodge,24.15,"$3,853.01",Private room,1,2,5
31599526,Australia,NSW,BYRON SHIRE COUNCIL,House,22.06,"$1,912.11",Private room,1,1,1
13866481,Australia,NSW,BYRON SHIRE COUNCIL,House,23,"$2,588.44",Entire home/apt,1,1,1
11686787,Australia,NSW,BYRON SHIRE COUNCIL,Nature lodge,22.55,"$3,312.31",Entire home/apt,1,2,3
15032616,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,22.55,"$1,355.21",Entire home/apt,1,1,1
3989879,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,22.09,"$3,354.03",Entire home/apt,1,1,1
22197905,Australia,NSW,BYRON SHIRE COUNCIL,House,23.93,"$3,018.68",Entire home/apt,1,2,3
1882006,Australia,NSW,BYRON SHIRE COUNCIL,House,23.93,"$3,014.49",Private room,1,2,2
4412375,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,23.7,"$4,364.89",Entire home/apt,1,2,3
14174139,Australia,NSW,BYRON SHIRE COUNCIL,House,23.7,"$2,518.03",Private room,1,1,1
7547968,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,24.92,"$3,303.41",Entire home/apt,1,1,1
23403956,Australia,NSW,BYRON SHIRE COUNCIL,House,25.18,"$2,153.18",Entire home/apt,1.5,2,2
26948957,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,23.74,"$4,376.70",Entire home/apt,2,2,2
30894469,Australia,NSW,BYRON SHIRE COUNCIL,House,23.5,"$1,816.72",Entire home/apt,2,2,2
17882219,Australia,NSW,BYRON SHIRE COUNCIL,House,23.26,"$2,288.02",Entire home/apt,1,0,1
33862417,Australia,NSW,BYRON SHIRE COUNCIL,House,24.22,"$2,727.11",Private room,1,1,1
15738034,Australia,NSW,BYRON SHIRE COUNCIL,House,23.03,"$4,321.19",Entire home/apt,1,1,2
17238776,Australia,NSW,BYRON SHIRE COUNCIL,House,23.03,"$3,413.48",Entire home/apt,1,0,1
22657364,Australia,NSW,BYRON SHIRE COUNCIL,House,23.48,"$3,257.17",Entire home/apt,1,1,1
19211148,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,23.03,"$2,181.09",Entire home/apt,1,1,1
29368873,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,24.72,"$3,902.47",Entire home/apt,1,1,1
1356773,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,23.08,"$1,811.23",Entire home/apt,1,2,3
14042043,Australia,NSW,BYRON SHIRE COUNCIL,House,23.09,"$3,581.78",Private room,1,1,1
31417441,Australia,NSW,BYRON SHIRE COUNCIL,House,22.4,"$1,643.59",Private room,1,1,1
31444890,Australia,NSW,BYRON SHIRE COUNCIL,House,25.04,"$3,254.23",Private room,1,1,1
1509071,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,24.31,"$4,041.04",Entire home/apt,1,2,2
22173756,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,21.98,"$2,939.39",Entire home/apt,1,1,2
31676458,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,23.33,"$4,801.68",Private room,1,0,1
17127758,Australia,NSW,BYRON SHIRE COUNCIL,House,23.11,"$4,526.47",Private room,1,1,1
29341409,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,22.01,"$2,345.18",Entire home/apt,1,1,2
22847038,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,22.89,"$3,918.90",Entire home/apt,1,2,3
6078197,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,22.89,"$2,759.01",Entire home/apt,1,1,2
16290257,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,23.81,"$2,845.94",Entire home/apt,1,1,1
11069346,Australia,NSW,BYRON SHIRE COUNCIL,House,24.53,"$4,107.17",Private room,1,1,1
20080282,Australia,NSW,BYRON SHIRE COUNCIL,Guest suite,23.14,"$4,028.88",Entire home/apt,1,2,2
16864944,Australia,NSW,BYRON SHIRE COUNCIL,House,25.13,"$2,808.67",Private room,3,1,1
18213502,Australia,NSW,BYRON SHIRE COUNCIL,House,23.42,"$2,141.93",Private room,1,1,1
32699335,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,24.14,"$2,773.97",Entire home/apt,1,2,3
4326462,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,21.46,"$2,232.31",Entire home/apt,1,1,1
8195437,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,22.78,"$3,147.53",Entire home/apt,1,2,4
25922800,Australia,NSW,BYRON SHIRE COUNCIL,Camper/RV,23.72,"$2,605.05",Entire home/apt,0,0,2
4910448,Australia,NSW,BYRON SHIRE COUNCIL,House,23.47,"$4,594.60",Entire home/apt,1.5,2,2
9929304,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,22.32,"$1,156.54",Entire home/apt,1,0,1
21300591,Australia,NSW,BYRON SHIRE COUNCIL,House,23.93,"$4,160.69",Entire home/apt,2,3,3
26948838,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,22.78,"$3,595.17",Entire home/apt,2,2,2
4526473,Australia,NSW,BYRON SHIRE COUNCIL,House,24.68,"$2,343.18",Entire home/apt,1,3,3
16963601,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,23.24,"$3,538.91",Entire home/apt,1,1,1
8673062,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,21.65,"$3,970.81",Entire home/apt,1,2,2
28820224,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,24.72,"$3,560.92",Entire home/apt,1,1,1
22984609,Australia,NSW,BYRON SHIRE COUNCIL,House,22.78,"$3,732.03",Private room,1,2,2
33169241,Australia,NSW,BYRON SHIRE COUNCIL,Nature lodge,22.37,"$1,988.74",Private room,1.5,2,3
7421972,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,22.84,"$4,769.17",Entire home/apt,1,1,2
15791348,Australia,NSW,BYRON SHIRE COUNCIL,Loft,22.35,"$3,029.37",Entire home/apt,1,2,3
6135260,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,23.53,"$1,963.20",Entire home/apt,1,1,1
29371144,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,25.28,"$4,811.52",Entire home/apt,1,0,1
487045,Australia,NSW,BYRON SHIRE COUNCIL,House,24.55,"$2,745.98",Private room,1,1,1
14095010,Australia,NSW,BYRON SHIRE COUNCIL,Camper/RV,21.53,"$2,739.57",Private room,0.5,1,1
15970394,Australia,NSW,BYRON SHIRE COUNCIL,House,21.96,"$4,453.29",Entire home/apt,1,1,1
21068603,Australia,NSW,BYRON SHIRE COUNCIL,House,24.13,"$3,432.55",Entire home/apt,1.5,1,1
31077336,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,23.42,"$2,952.84",Entire home/apt,1.5,1,2
7826376,Australia,NSW,BYRON SHIRE COUNCIL,House,24.65,"$4,606.64",Private room,1,2,1
4543296,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,21.4,"$4,028.46",Entire home/apt,2,1,2
11880437,Australia,NSW,BYRON SHIRE COUNCIL,House,22.55,"$4,264.62",Entire home/apt,1,1,2
754213,Australia,NSW,BYRON SHIRE COUNCIL,House,22.54,"$3,673.81",Entire home/apt,2.5,3,3
21244094,Australia,NSW,BYRON SHIRE COUNCIL,Guesthouse,22.76,"$4,689.69",Entire home/apt,1,0,1
11328750,Australia,NSW,BYRON SHIRE COUNCIL,House,23.95,"$2,261.18",Entire home/apt,1,2,2
10123411,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,23.48,"$2,246.00",Entire home/apt,1,0,1
9983454,Australia,NSW,BYRON SHIRE COUNCIL,House,25.43,"$3,240.89",Private room,1,1,1
33881637,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,22.58,"$2,995.11",Entire home/apt,1.5,1,1
28237127,Australia,NSW,BYRON SHIRE COUNCIL,House,23.02,"$3,014.19",Entire home/apt,2,2,3
31991074,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,24.22,"$3,456.47",Entire home/apt,1,1,1
18375024,Australia,NSW,BYRON SHIRE COUNCIL,Apartment,24.22,"$3,711.74",Entire home/apt,1,1,1
31392305,Australia,NSW,BYRON SHIRE COUNCIL,House,23.98,"$3,010.63",Private room,1,1,1
